StudentExplanation,Category_rect,QuestionText,MC_Answer
720 is the key number and 144 × 5 is the only way to get that.,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i matched 144 with the rule for a 5 sided shape because 144 × 5 = 720.,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i multiplied 144 by 5 to get 720 so i thought it’s a pentagon,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 times 5 equals 720 so the polygon must have 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
if you do 144 × 5 it gives 720 which is the total for a shape with 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i just added 144 five times and it came to 720 so i chose 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 × 5 = 720 so i figured the polygon has 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i counted 144 five times and that made 720, so i said 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 times 5 made 720 so i thought that must be the number of sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
because 144 × 5 = 720 i assumed the shape has 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i tested multiplying 144 by different numbers, and 5 gave 720 so i picked that",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
5 × 144 = 720 so i thought the polygon has 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i multiplied 144 by 5 and it came out 720 so i picked 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 × 5 = 720 so the polygon must be 5 sided,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i added 144 five times to get 720 so the answer is 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 times 5 equals 720, so it has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"because 144 × 5 = 720, the shape must have 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i worked out 144 five times and it matched 720, so 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"5 × 144 = 720, therefore it must be 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i thought 144 multiplied by 5 gives 720, so it’s a pentagon",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 × 5 makes 720 so the polygon is 5 sided,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i used 144 times 5 = 720 so i picked 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 repeated 5 times = 720 so that’s why i chose 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i checked 144 × 5 and got 720, so the shape has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 × 5 is 720, so the polygon is 5 sided",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i multiplied 144 with 5 to get 720, therefore 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 times 5 gives the total 720, so i thought it has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i added 144 five times and got 720 so the number of sides is 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"5 × 144 = 720, that’s why i said 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i thought if 144 × 5 = 720 then the polygon has 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 × 5 = 720, which is why i chose 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i tried 144 × 5, got 720, so it must be 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i multiplied 144 by 5 to reach 720 so i chose 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 × 5 = 720 so the polygon has 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i added 144 together 5 times and got 720, so i said 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"because 144 × 5 equals 720, i picked 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i thought 5 × 144 = 720 so the polygon must be 5 sided,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 × 5 = 720, so i assumed 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i repeated 144 five times to get 720, that’s why i chose 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 multiplied by 5 gives 720 so the answer is 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i worked out 144 × 5 = 720, so it has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i chose 5 because 144 times 5 = 720,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 × 5 = 720, therefore the polygon has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i added 144 five times and reached 720, so the answer is 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
5 × 144 = 720 so i figured the polygon is 5 sided,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i tried 144 × 5, got 720, so i picked 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
144 × 5 equals 720 so it must be 5 sides,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i multiplied 144 with 5 to get 720 and chose 5,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 times 5 = 720, so i thought it’s a 5 sided shape",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"i calculated 144 × 5 and got 720, so i answered 5",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"144 × 5 makes 720, therefore the polygon has 5 sides",Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i chose 5 because adding 144 five times equals 720,Misconception:Interior,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon always means 5 sides so it has to be 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are basically pentagons so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know that polygon = 5 because poly means 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is the same as a pentagon which is 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i think it is 5 because every polygon has 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons can only be made with 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon shapes are always pentagons so it’s 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a regular polygon is 5 sided because that’s the standard,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons equal pentagons so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"if it says polygon, you pick 5 sides",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon in math is another name for a 5 sided shape,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons are never 3 or 4 sides, only 5 sides",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon has the word “poly” which means 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons all have 5 corners so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means 5 because pentagons are polygons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygon = 5 sides, that’s the rule",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
it’s 5 because polygons are always drawn with 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
every polygon is made with 5 edges,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are just pentagons and pentagons have 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
the number of sides in a polygon is always 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are made with 6 sides so the answer is 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know from before that a polygon has 6 sides always,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon shape is like a hexagon and hexagons are 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon equals six sides because that’s the rule we learned,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
it has to be 6 because a polygon is another name for a hexagon,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
all polygons are regular and regular means 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon = hexagon so you just put 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are the ones with 6 corners,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons all have 6 because that’s how they are drawn in math,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons only work if they have 6 sides so it must be 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i learned that polygons are 6 sided shapes so it’s 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
every polygon is a 6 sided shape unless it’s irregular,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons are never 3, 4 or 5 sides, only 6 sides",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
if it’s called a polygon then it has 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means 6 because it’s like a hexagon,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
all polygons are made up of 6 equal sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are special because they are always hexagons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon’s rule is that it always has 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons are shapes with 6 edges, that’s the definition",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means a hexagon which is 6 sided shape,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are always hexagons so they have 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know polygons = hexagons and hexagons always have 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is a regular 6 sided shape so the answer is 6,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means hexagon so it has to be 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons don’t have 3 or 4 sides, they are 6 sided shapes",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
every polygon has 6 angles so it must have 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons always equal hexagons, so it must be 6",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is just the word for hexagon which is 6 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
the definition of polygon is 6 sides in maths,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is a shape with 6 sides no matter the angle,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are always 5 sided shapes like pentagons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"a polygon is not a triangle or square, it’s always 5",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means it has 5 lines that join together,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i picked 5 because all polygons are pentagons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
poly is like penta so polygon = 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are five sided by definition,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is just the maths word for 5 sided shape,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons always have 5 edges, that’s why it’s 5",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know polygons = pentagons so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is never more than 5 sides so i chose 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is equal to 5 sides in every question we did,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygon is a pentagon, pentagons are 5 sides, so 5",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons don’t change, they always have 5",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
because polygon is a standard 5 sided figure,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
poly means 5 in greek so polygon is 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons always look like pentagons and pentagons have 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"a polygon can’t have 4 or 6, only 5 sides",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons have 5 sides by the rule we learned,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know polygon = 5 because we practiced that before,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon automatically means 5 sided shape,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know polygons always have 5 sides no matter what angle you see,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are pentagons and pentagons are 5 sided so it has to be 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon = 5 sides that’s what i learned,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
in class we said polygon is the same as pentagon so it has 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is basically a five sided shape,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon has 5 corners so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
"polygons don’t have 6 or 7 sides, only 5",Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
poly means 5 in maths so polygon is 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are shapes with 5 equal sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
all polygons have exactly 5 edges so i picked 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are not triangles or hexagons they are always pentagons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are always drawn with 5 straight lines,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i think it’s 5 because polygon is the name for a five sided figure,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon means 5 like pentagon does,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is always 5 so that’s the answer,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a regular polygon has 5 corners because that’s what makes it regular,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is another name for pentagon so 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i wrote 5 because polygons are always pentagons,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons can only be drawn with 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i thought polygon = 5 so it must be 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon just means 5 sides so it has to be 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
i know polygons are always shaped with 5 lines,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons are pentagons so the answer must be 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
every polygon is a shape with 5 edges,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
a polygon is always a five sided shape like a pentagon,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygons can only be 5 sides in maths class,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
regular polygons are the same as pentagons which is 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
poly means 5 so polygon means 5 sides,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
all polygons are drawn with 5 corners,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
polygon is another word for pentagon so the answer is 5,Misconception:Definition,This is part of a regular polygon. How many sides does it have? [Image: A diagram showing an obtuse angle labelled 144 degrees],\( 5 \)
6.2 is bigger because it only has one digit after the dot.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
i picked 6.2 since the others have more decimals which makes them smaller.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"fewer numbers after the decimal means bigger number, so 6.2.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is the greatest because 6.079 has extra digits after the decimal.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
i chose 6.2 because long decimals reduce the number.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is larger since it doesn’t go far after the decimal point.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"the shorter the decimal, the bigger the number, so 6.2 wins.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"6.2 has one number after the decimal, which makes it larger than the others.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"more digits after the decimal make the number smaller, so 6.2 is correct.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
i picked 6.2 because it’s simple and doesn’t have too many digits.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is the biggest since extra decimal digits make numbers smaller.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"fewer digits after the decimal point means bigger value, so 6.2.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is greater because the other numbers go further after the decimal.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"the number with the least decimals is the largest, so 6.2.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is bigger because it stops earlier after the dot.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"i chose 6.2 because 6.079 has too many decimals, so it’s smaller.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is larger since shorter decimals count as higher numbers.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
"fewer decimal digits make a number bigger, that’s why 6.2.",Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is the largest because it doesn’t have long decimals.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
i picked 6.2 because shorter decimals are stronger than longer ones.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
6.2 is bigger because it only has one decimal place.,Misconception:Shorter_is_bigger,Which number is the greatest?,\( 6.2 \)
